Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2006 227.9396 25.87244 -4.018379 0 -3.96612 0 -3.988536 0 -3.938638 0 5.114186 4.956502 60.29833 60.29833 NA 187 27 0 0 
2007 315.6624 32.22515 -2.984661 0 -2.848835 0 -2.834734 0 -2.786005 0 0 0 69.35131 69.35131 NA 274 0 0 0 
2008 301.1707 31.38002 -2.517135 0 -2.16601 0 -2.04233 0 -2.02114 0 0 0 70.41994 70.41994 NA NA 0 0 0 
2009 266.7723 30.34022 -4.142841 0 -4.107495 0 -4.151669 0 -4.091256 0 6.002986 5.893969 59.14601 59.14601 NA 204 38 0 0 
2010 307.0758 31.31139 -2.300043 0 -1.658358 0 -1.41435 0 -1.385262 0 0 0 70.92033 70.92033 NA NA 0 0 0 
2011 300.5791 31.80421 -3.257207 0 -3.108824 0 -3.088105 0 -3.035909 0 0 0 68.65712 68.65712 NA 227 0 0 0 
2012 324.3279 33.30587 -3.644969 0 -3.59886 0 -3.608941 0 -3.577225 0 0 0 64.9278 64.9278 NA 255 19 0 0 
2013 309.0452 32.355 -2.751243 0 -2.412901 0 -2.327279 0 -2.250467 0 0 0 69.88328 69.88328 NA NA 0 0 0 
2014 283.2999 29.61558 -3.340525 0 -3.257404 0 -3.212867 0 -3.215843 0 0 0 67.78277 67.78277 NA 213 0 0 0 
2015 311.1952 31.3482 -2.780228 0 -2.575875 0 -2.514327 0 -2.478197 0 0 0 69.81705 69.81705 NA NA 0 0 0 
2016 255.9778 27.39251 -3.949716 0 -3.894975 0 -3.93281 0 -3.876309 0 0 0 62.51076 62.51076 NA 218 19 0 0 
2017 306.0112 31.67219 -3.279957 0 -3.181896 0 -3.168552 0 -3.139812 0 0 0 68.41397 68.41397 NA 193 0 0 0 
2018 216.4168 25.99287 -4.778938 0 -4.767983 0 -4.814541 0 -4.763339 0 12.36382 12.30383 53.34491 49.94311 NA 192 70 27 0 
2019 266.6016 30.07345 -4.433124 0 -4.395081 0 -4.447754 0 -4.37606 0 0 0 59.35835 59.35835 NA 196 31 0 0 
2020 269.1267 29.69358 -3.837389 0 -3.793882 0 -3.811139 0 -3.772128 0 0 0 63.35698 63.35698 NA 204 14 0 0 
