Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2059 306.0114 31.35658 -3.508411 0 -3.444283 0 -3.437937 0 -3.419008 0 0 0 66.14711 66.14711 NA 204 4 0 0 
2060 276.4416 30.77184 -5.588059 0 -5.559468 0 -5.615938 0 -5.545337 0 0 0 54.03493 54.03493 NA 205 58 17 0 
2061 283.2672 29.3842 -3.600469 0 -3.53671 0 -3.527674 0 -3.50483 0 0 0 65.31497 65.31497 NA 244 7 0 0 
2062 227.6651 24.87067 -5.904293 0 -5.897902 0 -5.925182 0 -5.895607 0 0 0 52.94051 52.94051 NA 197 87 27 0 
2063 302.5915 31.76772 -3.45873 0 -3.380801 0 -3.36606 0 -3.351113 0 0 0 66.6146 66.6146 NA 222 4 0 0 
2064 261.933 28.60441 -4.506821 0 -4.454086 0 -4.532424 0 -4.428151 0 0 0 58.93716 58.93716 NA 179 32 0 0 
2065 286.3704 30.32247 -5.133529 0 -5.082164 0 -5.144046 0 -5.068666 0 0 0 55.84414 55.84414 NA 200 38 6 0 
2066 175.3006 23.30194 -6.644423 0 -6.609532 0 -6.679873 0 -6.58862 0 56.25305 55.63575 31.88449 25.96074 NA 174 162 128 18 
2067 275.0432 30.30137 -6.209814 0 -6.172768 0 -6.262036 0 -6.157586 0 0 0 51.98903 51.98903 NA 186 57 36 0 
2068 261.8557 29.13293 -4.412707 0 -4.388159 0 -4.426174 0 -4.377556 0 0 0 59.47752 59.47752 NA 190 31 0 0 
2069 288.2655 29.9369 -4.443588 0 -4.400383 0 -4.459995 0 -4.37878 0 0 0 59.29769 59.29769 NA 181 43 0 0 
