Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2006 300.0411 29.9652 -2.831118 0 -2.559756 0 -2.502609 0 -2.427585 0 0.9873666 0.8434975 69.37035 69.37035 NA NA 0 0 0 
2007 278.6515 29.4136 -2.705014 0 -2.402041 0 -2.331725 0 -2.269091 0 0 0 69.98901 69.98901 NA NA 0 0 0 
2008 275.1809 27.37017 -3.714861 0 -3.649349 0 -3.646486 0 -3.615411 0 3.55444 3.417439 63.14407 63.14407 NA 245 23 0 0 
2009 271.4238 29.09219 -3.58205 0 -3.518631 0 -3.510145 0 -3.494524 0 0 0 65.47805 65.47805 NA 231 6 0 0 
2010 259.0049 27.05411 -3.871346 0 -3.827963 0 -3.849369 0 -3.809972 0 4.366987 4.277711 61.62861 61.62861 NA 221 14 0 0 
2011 274.9468 30.24975 -3.44557 0 -3.368138 0 -3.358594 0 -3.341115 0 0 0 66.74069 66.74069 NA 219 3 0 0 
2012 275.7117 29.03714 -3.750369 0 -3.674774 0 -3.702813 0 -3.636976 0 0 0 64.0474 64.0474 NA 224 9 0 0 
2013 262.1346 28.37856 -4.048712 0 -4.016957 0 -4.039106 0 -4.012144 0 5.418452 5.38893 59.98784 59.98784 NA 218 36 0 0 
2014 285.9341 28.99524 -3.19002 0 -3.018986 0 -3.024164 0 -2.935905 0 0 0 68.88593 68.88593 NA 235 0 0 0 
2015 303.1242 31.82895 -2.735223 0 -2.506077 0 -2.442033 0 -2.414995 0 0 0 69.9199 69.9199 NA NA 0 0 0 
2016 318.3082 32.17501 -2.556482 0 -2.183784 0 -2.04764 0 -2.001358 0 0 0 70.32953 70.32953 NA NA 0 0 0 
2017 307.8336 30.41233 -2.777863 0 -2.504433 0 -2.429898 0 -2.414838 0 0 0 69.82245 69.82245 NA NA 0 0 0 
2018 312.8459 31.39844 -2.908243 0 -2.736532 0 -2.714366 0 -2.67619 0 0 0 69.52512 69.52512 NA 237 0 0 0 
2019 240.1594 25.69448 -3.696679 0 -3.618066 0 -3.638551 0 -3.57876 0 0 0 64.4896 64.4896 NA 206 12 0 0 
2020 227.8873 26.74704 -4.463882 0 -4.42452 0 -4.491646 0 -4.407561 0 8.544411 8.386718 56.30983 56.30983 NA 196 47 4 0 
2021 312.2062 28.14894 -3.286143 0 -3.203033 0 -3.164635 0 -3.161478 0 0 0 68.34844 68.34844 NA 257 0 0 0 
2022 235.3168 24.33614 -4.184783 0 -4.149835 0 -4.205253 0 -4.133475 0 0 0 60.88687 60.88687 NA 202 39 0 0 
2023 305.9031 30.94231 -3.184364 0 -3.028149 0 -3.022715 0 -2.953715 0 0 0 68.89871 68.89871 NA 246 0 0 0 
2024 255.5342 25.56206 -3.399738 0 -3.304812 0 -3.282528 0 -3.257349 0 0 0 67.18744 67.18744 NA 216 0 0 0 
2025 315.287 32.13795 -2.398434 0 -1.896381 0 -1.696123 0 -1.655857 0 0 0 70.69322 70.69322 NA NA 0 0 0 
2026 290.4647 29.85625 -3.189775 0 -3.078831 0 -3.040085 0 -3.026514 0 0 0 68.88648 68.88648 NA 211 0 0 0 
2027 323.9548 32.42354 -3.120075 0 -2.860302 0 -2.913749 0 -2.734145 0 0 0 69.04416 69.04416 NA 194 0 0 0 
2028 287.6872 30.41624 -4.225493 0 -4.203099 0 -4.229413 0 -4.194258 0 0 0 60.62399 60.62399 NA 209 27 0 0 
2029 274.194 28.44269 -3.474789 0 -3.372011 0 -3.348855 0 -3.320622 0 0 0 66.46203 66.46203 NA 220 1 0 0 
2030 303.8759 29.90736 -3.563778 0 -3.492529 0 -3.491363 0 -3.456905 0 0 0 65.64148 65.64148 NA 250 24 0 0 
2031 310.9646 31.62766 -2.819253 0 -2.543405 0 -2.492168 0 -2.409251 0 0 0 69.72796 69.72796 NA NA 0 0 0 
2032 290.1771 31.26587 -4.31563 0 -4.27504 0 -4.311745 0 -4.254744 0 0 0 60.05959 60.05959 NA 199 20 0 0 
2033 315.5061 31.84411 -2.323697 0 -1.790237 0 -1.588272 0 -1.528715 0 0 0 70.86568 70.86568 NA NA 0 0 0 
2034 217.2949 24.88289 -3.916004 0 -3.857009 0 -3.899546 0 -3.827511 0 0 0 62.75963 62.75963 NA 194 26 0 0 
2035 344.2551 34.31029 -3.140426 0 -2.967399 0 -2.97839 0 -2.895474 0 0 0 68.99809 68.99809 NA 241 0 0 0 
2036 285.6372 31.16499 -4.291569 0 -4.2615 0 -4.296313 0 -4.246465 0 0 0 60.20793 60.20793 NA 212 19 0 0 
2037 304.8478 30.74846 -3.127508 0 -3.015745 0 -3.008199 0 -2.979026 0 0 0 69.02733 69.02733 NA 224 0 0 0 
2038 282.0496 28.54222 -3.861496 0 -3.805125 0 -3.81635 0 -3.776939 0 0 0 63.17122 63.17122 NA 220 19 0 0 
2039 248.8889 26.28121 -3.320941 0 -3.217676 0 -3.168217 0 -3.166185 0 0 0 67.98435 67.98435 NA 219 0 0 0 
2040 265.863 29.05019 -4.382093 0 -4.356348 0 -4.394745 0 -4.343475 0 0 0 59.6583 59.6583 NA 200 48 0 0 
2041 282.262 28.37708 -2.737365 0 -2.479904 0 -2.404469 0 -2.373059 0 0 0 69.91501 69.91501 NA NA 0 0 0 
2042 304.4428 31.04059 -4.031356 0 -3.995729 0 -4.021892 0 -3.977916 0 0 0 61.92531 61.92531 NA 224 17 0 0 
2043 340.9625 32.54174 -3.041851 0 -2.839244 0 -2.836097 0 -2.73794 0 0 0 69.22146 69.22146 NA 262 0 0 0 
2044 276.8454 27.71998 -3.690271 0 -3.635331 0 -3.647383 0 -3.607861 0 0 0 64.54323 64.54323 NA 213 8 0 0 
2045 282.8926 32.40235 -4.039312 0 -4.000235 0 -4.020426 0 -3.98348 0 0 0 61.86952 61.86952 NA 183 23 0 0 
2046 295.1526 29.98206 -4.432455 0 -4.386855 0 -4.459931 0 -4.36515 0 0 0 59.36223 59.36223 NA 208 27 0 0 
2047 271.9928 27.91567 -3.749883 0 -3.64869 0 -3.702355 0 -3.601062 0 0 0 64.05135 64.05135 NA 210 6 0 0 
2048 295.5099 29.60177 -4.201457 0 -4.172506 0 -4.199601 0 -4.164434 0 0 0 60.77858 60.77858 NA 212 27 0 0 
2049 272.5562 27.69959 -4.177095 0 -4.152398 0 -4.166372 0 -4.140049 0 0 0 60.93708 60.93708 NA 214 27 0 0 
2050 275.7472 27.9112 -3.238875 0 -3.134769 0 -3.081973 0 -3.085492 0 0 0 68.77558 68.77558 NA 246 0 0 0 
2051 250.3685 29.42324 -5.11122 0 -5.09054 0 -5.129578 0 -5.080612 0 17.20237 17.03335 50.16098 45.18608 NA 199 76 22 0 
2052 252.4605 27.52978 -4.173081 0 -4.096719 0 -4.178379 0 -4.058538 0 0 0 60.96338 60.96338 NA 191 21 0 0 
2053 310.2569 30.13984 -3.083829 0 -2.920438 0 -2.938754 0 -2.841526 0 0 0 69.12626 69.12626 NA 219 0 0 0 
2054 218.9936 25.68211 -4.305804 0 -4.257254 0 -4.308732 0 -4.23298 0 0 0 60.11997 60.11997 NA 191 28 0 0 
2055 256.4287 29.26283 -3.79037 0 -3.728248 0 -3.731835 0 -3.697187 0 0 0 63.72609 63.72609 NA 185 17 0 0 
