Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
1985 302.6741 28.23635 -3.098129 0 -3.008915 0 -3.007712 0 -2.965133 0 1.680217 1.595592 68.53124 68.53124 NA 233 0 0 0 
1986 325.5468 33.12714 -2.403591 0 -2.252582 0 -2.175553 0 -2.184655 0 0 0 70.68133 70.68133 NA NA 0 0 0 
1987 269.9528 28.26454 -3.67118 0 -3.620027 0 -3.631772 0 -3.593573 0 3.43577 3.331991 63.54967 63.54967 NA 217 11 0 0 
1988 268.9898 28.71633 -3.444746 0 -3.400523 0 -3.387993 0 -3.378412 0 0 0 66.74862 66.74862 NA 240 2 0 0 
1989 305.1695 30.74978 -2.454525 0 -2.032726 0 -1.877297 0 -1.825197 0 0 0 70.56399 70.56399 NA NA 0 0 0 
1990 310.0712 32.22926 -2.646591 0 -2.217485 0 -2.113321 0 -2.030533 0 0 0 70.1228 70.1228 NA NA 0 0 0 
1991 266.3757 29.56476 -4.126387 0 -4.084302 0 -4.11957 0 -4.064454 0 5.84785 5.718086 59.30804 59.30804 NA 218 32 0 0 
1992 311.6976 31.9988 -2.334132 0 -1.793388 0 -1.579099 0 -1.572531 0 0 0 70.84158 70.84158 NA NA 0 0 0 
1993 243.9823 26.84062 -3.884044 0 -3.806219 0 -3.837478 0 -3.767306 0 0 0 62.99956 62.99956 NA 216 10 0 0 
1994 250.3768 26.51957 -3.203749 0 -3.10027 0 -3.052637 0 -3.050971 0 0 0 68.85491 68.85491 NA 215 0 0 0 
1995 241.1677 24.54864 -3.469857 0 -3.357136 0 -3.332567 0 -3.321311 0 0 0 66.50874 66.50874 NA 205 2 0 0 
1996 265.9119 25.68562 -3.119938 0 -3.004206 0 -2.9938 0 -2.949184 0 0 0 69.04447 69.04447 NA 239 0 0 0 
1997 254.7767 26.71973 -3.395147 0 -3.289629 0 -3.261477 0 -3.23687 0 0 0 67.23286 67.23286 NA 196 0 0 0 
1998 303.0148 32.0313 -2.700563 0 -2.383843 0 -2.29176 0 -2.231748 0 0 0 69.99919 69.99919 NA NA 0 0 0 
1999 287.6646 29.69872 -3.981212 0 -3.935858 0 -3.943749 0 -3.913181 0 0 0 62.28205 62.28205 NA 222 17 0 0 
2000 336.8315 34.25592 -3.520854 0 -3.401796 0 -3.398486 0 -3.342267 0 0 0 66.0321 66.0321 NA 208 1 0 0 
2001 296.4336 30.82397 -2.377297 0 -1.94022 0 -1.761524 0 -1.722907 0 0 0 70.74196 70.74196 NA NA 0 0 0 
2002 298.9427 31.42814 -2.97799 0 -2.795622 0 -2.771101 0 -2.708186 0 0 0 69.36647 69.36647 NA 241 0 0 0 
2003 255.5599 26.48923 -3.223844 0 -3.136902 0 -3.093443 0 -3.095617 0 0 0 68.80952 68.80952 NA 243 0 0 0 
2004 279.5539 28.7868 -3.711522 0 -3.630914 0 -3.640094 0 -3.602988 0 0 0 64.36607 64.36607 NA 216 8 0 0 
2005 214.4144 25.93344 -4.825862 0 -4.784944 0 -4.877204 0 -4.768409 0 12.58692 12.36934 53.03926 48.41235 NA 209 73 29 0 
