Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2006 231.2432 28.38384 -5.040983 0 -5.022198 0 -5.061064 0 -5.014874 0 16.0655 15.94735 50.85659 46.37897 NA 188 73 20 0 
2007 307.9273 31.67241 -3.124595 0 -2.830525 0 -2.826558 0 -2.683884 0 0 0 69.03392 69.03392 NA 218 0 0 0 
2008 263.9347 29.45851 -3.456441 0 -3.367707 0 -3.379287 0 -3.32334 0 0 0 66.63647 66.63647 NA 202 1 0 0 
2009 292.3528 30.71847 -3.626261 0 -3.537481 0 -3.522881 0 -3.495946 0 0 0 65.08941 65.08941 NA 225 7 0 0 
2010 288.5676 30.318 -2.585724 0 -2.215192 0 -2.083844 0 -2.061068 0 0 0 70.26239 70.26239 NA NA 0 0 0 
2011 260.409 27.2627 -3.900206 0 -3.858465 0 -3.882212 0 -3.845301 0 0 0 62.87774 62.87774 NA 235 13 0 0 
2012 251.4911 28.13888 -4.507392 0 -4.461033 0 -4.529692 0 -4.438465 0 0 0 58.93395 58.93395 NA 174 52 0 0 
2013 289.5432 30.3251 -3.094788 0 -2.991511 0 -2.986913 0 -2.948107 0 0 0 69.10143 69.10143 NA 275 0 0 0 
2014 271.868 28.45994 -3.542338 0 -3.481736 0 -3.475652 0 -3.451435 0 0 0 65.83541 65.83541 NA 221 5 0 0 
2015 303.6442 31.41387 -2.709278 0 -2.430426 0 -2.344944 0 -2.305389 0 0 0 69.97925 69.97925 NA NA 0 0 0 
2016 341.7791 34.39443 -3.084903 0 -2.972777 0 -2.964304 0 -2.921371 0 0 0 69.12383 69.12383 NA 274 0 0 0 
2017 290.6681 30.67299 -2.931593 0 -2.784314 0 -2.760905 0 -2.714396 0 0 0 69.47198 69.47198 NA 242 0 0 0 
2018 240.4189 26.79126 -4.840903 0 -4.825006 0 -4.872437 0 -4.81859 0 0 0 57.18869 57.18869 NA 227 42 0 0 
2019 282.8986 29.00315 -2.736959 0 -2.445037 0 -2.388022 0 -2.339201 0 0 0 69.91593 69.91593 NA NA 0 0 0 
2020 252.9972 28.57538 -4.224896 0 -4.195095 0 -4.248435 0 -4.181013 0 0 0 60.62781 60.62781 NA 197 21 0 0 
2021 298.9811 31.22282 -2.879947 0 -2.700135 0 -2.667457 0 -2.615845 0 0 0 69.58957 69.58957 NA 241 0 0 0 
2022 277.8153 29.80459 -4.438694 0 -4.396085 0 -4.454971 0 -4.37478 0 0 0 59.32603 59.32603 NA 211 18 0 0 
2023 207.2287 28.35804 -5.908211 0 -5.793103 0 -5.873034 0 -5.733216 0 32.55731 30.99955 42.04049 31.19541 NA 188 164 41 3 
2024 267.0064 28.74397 -3.775601 0 -3.722908 0 -3.74303 0 -3.696561 0 0 0 63.84393 63.84393 NA 195 9 0 0 
2025 328.3798 32.27363 -3.289494 0 -3.147446 0 -3.098759 0 -3.077046 0 0 0 68.31304 68.31304 NA 248 0 0 0 
2026 276.2761 29.39874 -2.893996 0 -2.663957 0 -2.654511 0 -2.551893 0 0 0 69.55756 69.55756 NA NA 0 0 0 
2027 220.7688 25.25793 -5.228252 0 -5.172585 0 -5.256661 0 -5.144751 0 0 0 55.44116 55.44116 NA 189 51 5 0 
2028 257.2829 27.21893 -3.705472 0 -3.643 0 -3.65034 0 -3.611764 0 0 0 64.4163 64.4163 NA 205 10 0 0 
2029 273.1269 29.21682 -3.901492 0 -3.867001 0 -3.90462 0 -3.849755 0 0 0 62.86808 62.86808 NA 189 14 0 0 
2030 307.0714 32.04044 -3.626329 0 -3.54371 0 -3.583986 0 -3.5024 0 0 0 65.08882 65.08882 NA 211 4 0 0 
2031 277.9781 28.75347 -3.160423 0 -3.027863 0 -3.01879 0 -2.963974 0 0 0 68.95285 68.95285 NA 237 0 0 0 
2032 293.965 29.58606 -3.438296 0 -3.342796 0 -3.349646 0 -3.304492 0 0 0 66.8108 66.8108 NA 200 2 0 0 
2033 344.7076 34.81474 -2.726963 0 -2.415328 0 -2.370789 0 -2.271973 0 0 0 69.93879 69.93879 NA NA 0 0 0 
2034 265.301 28.06042 -4.472545 0 -4.399737 0 -4.459031 0 -4.364037 0 0 0 59.13133 59.13133 NA 207 37 0 0 
2035 279.2944 30.31859 -4.284765 0 -4.246135 0 -4.27191 0 -4.231838 0 0 0 60.25017 60.25017 NA 223 20 0 0 
2036 258.7923 26.65925 -3.553956 0 -3.480542 0 -3.467239 0 -3.449274 0 0 0 65.73003 65.73003 NA 244 5 0 0 
2037 342.5563 33.21727 -2.842042 0 -2.576812 0 -2.527873 0 -2.460062 0 0 0 69.67597 69.67597 NA NA 0 0 0 
2038 255.2754 28.36272 -5.215341 0 -5.172649 0 -5.241083 0 -5.15132 0 0 0 55.49523 55.49523 NA 192 42 6 0 
2039 291.7527 30.79587 -3.821965 0 -3.766177 0 -3.777757 0 -3.738283 0 0 0 63.47707 63.47707 NA 214 15 0 0 
2040 286.3118 30.87143 -4.21942 0 -4.178822 0 -4.231883 0 -4.158816 0 0 0 60.66288 60.66288 NA 212 19 0 0 
2041 300.1894 30.12487 -3.520971 0 -3.456413 0 -3.434355 0 -3.424134 0 0 0 66.03102 66.03102 NA 252 2 0 0 
2042 292.5863 28.34537 -4.384788 0 -4.325873 0 -4.423636 0 -4.296415 0 0 0 59.64229 59.64229 NA 232 48 0 0 
2043 313.8427 31.95997 -3.579109 0 -3.497387 0 -3.507499 0 -3.456526 0 0 0 65.50424 65.50424 NA 225 7 0 0 
2044 281.7243 29.47043 -4.245586 0 -4.22222 0 -4.259953 0 -4.210658 0 0 0 60.4961 60.4961 NA 224 20 0 0 
2045 292.7828 29.05463 -3.147377 0 -3.053739 0 -3.025996 0 -3.009842 0 0 0 68.98236 68.98236 NA 274 0 0 0 
2046 272.8808 29.27412 -4.131219 0 -4.093674 0 -4.126282 0 -4.074901 0 0 0 61.24064 61.24064 NA 215 24 0 0 
2047 246.7486 25.93825 -3.936948 0 -3.8845 0 -3.910904 0 -3.858276 0 0 0 62.60451 62.60451 NA 201 30 0 0 
2048 272.2394 28.4228 -4.642191 0 -4.590468 0 -4.657094 0 -4.564606 0 0 0 58.19835 58.19835 NA 212 24 0 0 
2049 252.2213 28.72245 -4.464954 0 -4.445258 0 -4.482292 0 -4.435771 0 0 0 59.17473 59.17473 NA 198 48 0 0 
2050 301.3527 31.38134 -4.310097 0 -4.282741 0 -4.335833 0 -4.269182 0 0 0 60.09356 60.09356 NA 220 33 0 0 
2051 313.2717 31.68163 -2.791386 0 -2.572122 0 -2.515868 0 -2.48543 0 0 0 69.79157 69.79157 NA NA 0 0 0 
2052 267.3506 27.50024 -3.476164 0 -3.394331 0 -3.378309 0 -3.353415 0 0 0 66.44903 66.44903 NA 216 3 0 0 
2053 202.8866 27.04212 -6.171814 0 -6.155259 0 -6.200237 0 -6.148901 0 42.71435 42.52351 37.75105 30.41773 NA 189 164 49 14 
2054 264.5766 27.58816 -3.631962 0 -3.575234 0 -3.593246 0 -3.54687 0 0 0 65.03998 65.03998 NA 214 7 0 0 
2055 289.1808 29.75279 -3.612808 0 -3.542028 0 -3.562353 0 -3.527188 0 0 0 65.20666 65.20666 NA 193 8 0 0 
2056 259.0303 28.86548 -3.844527 0 -3.829121 0 -3.854109 0 -3.821418 0 0 0 63.30174 63.30174 NA 205 26 0 0 
2057 296.7587 30.24045 -3.38837 0 -3.287804 0 -3.268461 0 -3.23876 0 0 0 67.30012 67.30012 NA 215 0 0 0 
2058 275.1682 29.44482 -3.948673 0 -3.891309 0 -3.927445 0 -3.870572 0 0 0 62.51839 62.51839 NA 201 19 0 0 
2059 264.2873 29.10261 -4.058468 0 -4.007751 0 -4.042625 0 -3.982393 0 0 0 61.73609 61.73609 NA 222 36 0 0 
2060 309.835 30.2012 -3.033476 0 -2.910826 0 -2.916033 0 -2.849501 0 0 0 69.24046 69.24046 NA 213 0 0 0 
2061 295.1408 30.10217 -3.400633 0 -3.299996 0 -3.285032 0 -3.249677 0 0 0 67.1786 67.1786 NA 203 0 0 0 
2062 335.3687 32.62584 -2.923294 0 -2.692787 0 -2.653356 0 -2.582054 0 0 0 69.49086 69.49086 NA NA 0 0 0 
2063 267.2387 29.24232 -3.846417 0 -3.652607 0 -3.638004 0 -3.559889 0 0 0 63.28714 63.28714 NA 198 4 0 0 
2064 284.3411 30.59452 -3.212552 0 -3.072668 0 -3.047473 0 -3.01126 0 0 0 68.83502 68.83502 NA 214 0 0 0 
2065 224.4072 25.817 -4.276867 0 -4.228651 0 -4.259358 0 -4.204543 0 0 0 60.29939 60.29939 NA 193 43 0 0 
2066 239.5325 26.61959 -4.320057 0 -4.283672 0 -4.338561 0 -4.265975 0 0 0 60.03247 60.03247 NA 203 28 0 0 
2067 276.9378 27.45281 -3.734993 0 -3.678984 0 -3.697053 0 -3.65098 0 0 0 64.17274 64.17274 NA 219 8 0 0 
2068 247.8348 27.06808 -5.734594 0 -5.70014 0 -5.780201 0 -5.694391 0 0 0 53.5128 53.5128 NA 195 45 18 0 
2069 337.0735 33.19654 -2.925104 0 -2.62381 0 -2.629491 0 -2.478276 0 0 0 69.48674 69.48674 NA NA 0 0 0 
2070 262.3007 27.39593 -4.235041 0 -4.212129 0 -4.232627 0 -4.203013 0 0 0 60.56306 60.56306 NA 233 23 0 0 
2071 227.2228 27.73533 -5.868245 0 -5.846145 0 -5.903775 0 -5.836341 0 0 0 53.05931 53.05931 NA 189 88 25 0 
2072 291.5667 29.68877 -4.076268 0 -4.011451 0 -4.03485 0 -3.979043 0 0 0 61.61323 61.61323 NA 222 17 0 0 
2073 237.2188 26.44695 -5.790224 0 -5.746929 0 -5.829062 0 -5.725282 0 0 0 53.32149 53.32149 NA 209 66 15 0 
2074 307.7046 29.93354 -3.287837 0 -3.190186 0 -3.155108 0 -3.155674 0 0 0 68.33054 68.33054 NA 229 0 0 0 
2075 281.0236 29.18273 -4.588979 0 -4.518907 0 -4.60109 0 -4.493186 0 0 0 58.48357 58.48357 NA 206 22 0 0 
2076 268.7878 27.45482 -3.639281 0 -3.558955 0 -3.575009 0 -3.518792 0 0 0 64.97676 64.97676 NA 223 5 0 0 
2077 285.4514 29.77683 -4.417357 0 -4.39019 0 -4.442624 0 -4.377582 0 0 0 59.45029 59.45029 NA 201 36 0 0 
2078 295.0475 30.54359 -3.933925 0 -3.887902 0 -3.932172 0 -3.864891 0 0 0 62.6268 62.6268 NA 212 29 0 0 
2079 343.7645 34.31304 -2.831041 0 -2.538079 0 -2.463698 0 -2.397288 0 0 0 69.70106 69.70106 NA NA 0 0 0 
2080 271.0989 28.625 -3.506824 0 -3.448179 0 -3.438226 0 -3.418856 0 0 0 66.16185 66.16185 NA 235 4 0 0 
2081 311.2474 30.75867 -4.16528 0 -4.129724 0 -4.154221 0 -4.111945 0 0 0 61.01462 61.01462 NA 211 17 0 0 
2082 288.883 29.90828 -4.328126 0 -4.282701 0 -4.36517 0 -4.262627 0 0 0 59.9832 59.9832 NA 202 20 0 0 
